Time (s);Linear Acceleration x (m/s^2);Linear Acceleration y (m/s^2);Linear Acceleration z (m/s^2);Absolute acceleration (m/s^2)
8,736681042;-0,006967579;-0,1776159;-2,950022038;2,955372393
8,746765042;-0,087031255;-0,002861043;-3,153895152;3,155097028
8,756849042;-0,116718903;0,088374233;-3,219827771;3,223154384
8,766933042;-0,097921347;0,132296616;-3,081121291;3,085514446
8,777017042;-0,102181025;0,210825307;-2,863414834;2,872983255
8,787102042;-0,079008108;0,310037646;-2,668629463;2,68774047
8,797186042;-0,03290718;0,385813176;-2,5461607;2,575435691
8,807270042;-0,052151517;0,475889679;-2,322533353;2,371360779
8,817354042;-0,092987284;0,572697643;-2,062494224;2,142547934
8,827438042;-0,15023042;0,611293506;-1,848344044;1,952594334
8,837522042;-0,202134572;0,6378194;-1,559742436;1,697194285
8,847606042;-0,258084514;0,758137849;-1,190594848;1,434885608
8,857690042;-0,260153497;0,814676769;-0,864323723;1,215908541
8,867774042;-0,197926496;0,758306979;-0,432127948;0,894951918
8,877858042;-0,323001252;0,633099527;-0,117085231;0,72031505
8,887942042;-0,382548456;0,677806169;0,169908392;0,796638805
8,898026042;-0,177640915;0,849503224;0,916825873;1,262450674
8,908110042;-0,097508378;0,914339344;1,718620057;1,949148332
8,918194042;-0,009790121;0,635701831;2,519980962;2,598945307
8,928278042;0,093592927;0,329801966;3,302732518;3,320477535
8,938362042;0,028941872;0,159925587;3,957591435;3,960927138
8,948445958;0,11695111;0,118145039;4,207032486;4,210315683
8,958530958;0,232651246;0,124954414;3,993144261;4,001867226
8,968614958;0,376927016;0,245970874;3,594543078;3,622611708
8,978698958;0,496104015;0,35626778;3,000345515;3,061881633
8,988782958;0,487756019;0,331655534;2,723396823;2,786537562
8,998866958;0,29047723;0,16384863;2,726832063;2,747150613
9,008950958;0,008791161;0,002681825;2,721447946;2,721463467
9,019034958;-0,331467473;-0,107427239;2,760029045;2,781936668
9,029118958;-0,629663338;-0,244751291;2,789252259;2,869896737
9,039202958;-0,732636387;-0,383630703;2,628267303;2,755307171
9,049286958;-0,583746579;-0,37429036;2,233541654;2,338709401
9,059370958;-0,284911686;-0,326327843;1,708797319;1,762853598
9,069454958;0,040018856;-0,334315724;1,291675665;1,334838768
9,079538958;0,336320369;-0,372612063;0,858390554;0,994376932
9,089622958;0,586181396;-0,517118251;0,363827791;0,862201006
9,099706958;0,756132911;-0,657615148;-0,074450258;1,004856957
9,109790958;0,813641958;-0,722072076;-0,479027295;1,188641438
9,119875958;0,705761999;-0,802158465;-0,664877536;1,258419779
9,129959958;0,715096567;-0,848703764;-0,603989895;1,263512949
9,140043958;0,85944583;-0,917389837;-0,497693362;1,352016985
9,150127958;0,999875192;-1,024367717;-0,35437986;1,47467444
9,160211958;1,107519947;-1,006386067;-0,186817955;1,508082988
9,170295958;1,059856515;-0,907106192;-0,10621935;1,399078278
9,180379958;0,902049082;-0,840686062;-0,279208056;1,264279533
9,190463958;0,7905926;-0,812936346;-0,893876721;1,443924428
9,200547958;0,70493608;-0,80495972;-1,5712328;1,900964897
9,210631958;0,528755014;-0,556503633;-2,148945892;2,281939221
9,220715958;0,297171561;-0,13285561;-2,6812881;2,700975273
9,230799958;0,176772;0,045816151;-3,089803237;3,095194905
9,240883958;0,098497206;-0,022569522;-3,231374853;3,232954457
9,250967958;-0,035137636;-0,094168239;-3,148799888;3,150403633
9,261051958;-0,180848898;-0,058125855;-3,002773279;3,008775881
9,271136958;-0,286243188;0,041818117;-2,822317679;2,837104333
9,281220958;-0,345078292;0,149578355;-2,61406617;2,640983652
9,291304958;-0,398334038;0,183935717;-2,509931937;2,547991499
9,301388958;-0,354598656;0,217870033;-2,446146415;2,481298016
9,311472958;-0,187987106;0,340186329;-2,597453645;2,626372276
9,321556958;-0,133156778;0,461463867;-2,754765381;2,796321143
9,331640958;-0,119732174;0,541537539;-2,757727581;2,812945095
9,341724958;-0,022919043;0,606225578;-2,628121122;2,697231055
9,351808958;0,060750556;0,681861359;-2,284259233;2,384631164
9,361892958;0,100126423;0,763493167;-1,844265611;1,998565176
9,371976958;0,220504039;0,784946017;-1,413538072;1,631824794
9,382060958;0,433747955;0,798976849;-0,981497247;1,337848325
9,392144958;0,553526706;0,754882996;-0,507626027;1,064858833
9,402228958;0,501509218;0,687193289;0,071944141;0,853769331
9,412312958;0,445817266;0,693198087;0,526313143;0,977896798
9,422397958;0,45178647;0,613251738;0,653785368;1,00380477
9,432481958;0,436296611;0,473076438;0,629532287;0,900259379
9,442565958;0,352465628;0,534261848;0,363969879;0,7363028
9,452649958;0,18372889;0,687710621;0,206545292;0,741190367
9,462733958;-0,001517709;0,804856517;0,125812785;0,814631925
9,472817958;-0,182353771;0,795222498;0,216781427;0,844171728
9,482901958;-0,301160988;0,795542195;0,574786561;1,026627934
9,492985958;-0,305652728;0,843262053;1,00672272;1,3483342
9,503069958;-0,11858252;0,9541276;1,342993169;1,65168155
9,513153958;0,288915073;1,080758557;1,353781282;1,756198946
9,523237958;0,702542157;1,100596405;1,519697195;2,003586159
9,533321958;0,830131837;0,979484051;2,065574538;2,432099102
9,543405958;0,757361923;0,800387928;2,616057732;2,838657424
9,553489958;0,772171458;0,506670592;2,814898147;2,962535304
9,563573958;0,668916574;0,176649647;3,178019595;3,252454923
9,573658958;0,322830002;0,037338126;3,702106703;3,716343281
9,583742958;-0,054121472;-0,02190557;4,08726923;4,087686234
9,593826958;-0,261691479;-0,247674753;4,249800775;4,265047695
9,603910958;-0,305325905;-0,498487121;4,508310857;4,546051045
9,613994958;-0,360828535;-0,6118965;4,662918255;4,716717207
9,624078958;-0,415188856;-0,703452349;4,443167612;4,517628296
9,634162958;-0,420674056;-0,826146375;3,795234722;3,906826217
9,644246958;-0,502255725;-0,942191387;2,779385667;2,977409967
9,654330958;-0,667170741;-0,937814307;1,57910666;1,954019017
9,664414958;-0,966312905;-0,907848204;0,590254201;1,451326639
9,674498958;-1,306698186;-0,894438492;-0,102233888;1,586799336
9,684582958;-1,499225362;-0,922083397;-0,725188642;1,903631541
9,694666958;-1,486929837;-0,976456363;-1,122359596;2,103358845
9,704750958;-1,34877358;-0,950824654;-1,137790983;2,004451549
9,714835958;-1,138844578;-0,896399794;-0,935608299;1,725068825
9,724919958;-0,909357955;-0,972680962;-0,688447663;1,498999776
9,735003958;-0,61254883;-1,139391512;-0,471715352;1,37693299
9,745087958;-0,390081789;-1,218877977;-0,298337806;1,314090093
9,755171958;-0,270667466;-1,206767224;-0,197561629;1,252429083
9,765255958;-0,097952959;-1,240858537;-0,217949701;1,26365611
9,775339958;0,105649073;-1,24933013;-0,364577989;1,305719958
9,785423958;0,253606168;-1,083912837;-0,579980643;1,255213398
9,795507958;0,346074256;-0,831344404;-0,868558862;1,251117662
9,805591958;0,461419977;-0,632780854;-1,352465658;1,562844637
9,815675958;0,495041942;-0,576574932;-1,727456369;1,887223008
9,825759958;0,40867948;-0,519533589;-2,107878558;2,209091687
9,835843958;0,325767059;-0,351597463;-2,557794321;2,602317571
9,845927958;0,272809649;-0,180327985;-2,991326185;3,009148655
9,856011958;0,2293849;-0,089180125;-3,40439221;3,413276555
9,866096958;0,184464451;-0,009559613;-3,589251348;3,594001079
9,876180958;0,092923878;0,049546382;-3,582224164;3,583771708
9,886264958;0,045192399;0,129661276;-3,482636726;3,485342589
9,896348958;0,029600748;0,173888154;-3,192224236;3,197093815
9,906432958;0,003087896;0,183318689;-2,661480657;2,667788328
9,916516958;-0,030541323;0,170865728;-2,227316709;2,234069737
9,926600958;-0,103234091;0,067469998;-2,051052393;2,054756773
9,936684958;-0,121858048;0,013922367;-1,937667865;1,941545768
9,946768667;-0,110880422;0,19592704;-1,787232454;1,801355523
9,956852667;-0,135713775;0,39802991;-1,622074925;1,675700779
9,966936667;-0,071714373;0,413685537;-1,470492291;1,529256765
9,977020667;0,038454269;0,312117209;-1,202180521;1,24263184
9,987104667;-0,095776506;0,191337707;-0,770287632;0,799453747
9,997188667;-0,445289153;0,189817431;-0,380345591;0,615610149
10,00727367;-0,744401935;0,250842336;0,006000997;0,785552118
10,01735767;-0,905937553;0,275049955;0,360129427;1,012950409
10,02744167;-0,946611955;0,302877146;0,61603399;1,169318876
10,03752567;-0,834729357;0,376060605;0,948125433;1,318004748
10,04760967;-0,61578044;0,417623052;1,343944511;1,536158004
10,05769367;-0,208366315;0,504624943;1,914171998;1,990506793
10,06777767;0,106378522;0,577661345;2,339922972;2,412519126
10,07786167;0,170194303;0,553715681;2,525724682;2,591303209
10,08794567;0,16261231;0,457067784;2,521094856;2,567347463
10,09802967;0,162127722;0,281987822;2,523887486;2,544761398
10,10811367;0,157858597;0,145218963;2,718417919;2,726867043
10,11819767;0,269238334;-0,064613633;2,85488667;2,868282082
10,12828167;0,412750019;-0,478404274;2,944439701;3,011471133
10,13836667;0,475788997;-0,763305618;3,222318685;3,345496726
10,14845067;0,378919162;-0,979631108;3,606925727;3,75674993
10,15853467;0,239402148;-1,184817361;4,000351539;4,178985284
10,16861867;0,077283271;-1,415523055;4,155680484;4,390826631
10,17870267;-0,084866525;-1,561307882;3,969012802;4,265905209
10,18878667;-0,256847828;-1,555391231;3,712234665;4,033100408
10,19887067;-0,342224668;-1,404316135;3,177843593;3,491118937
10,20895467;-0,253329193;-1,279474865;2,353873844;2,691087826
10,21903867;-0,043613176;-1,183227941;1,404452083;1,836958389
10,22912267;0,239910162;-1,038339931;0,532436348;1,191299778
10,23920667;0,674263852;-0,82312278;-0,361024051;1,123610795
10,24929067;1,123383955;-0,660728644;-1,144956161;1,734784846
10,25937467;1,480186974;-0,537929076;-1,641943179;2,275148033
10,26945967;1,591654931;-0,440767647;-1,858248058;2,486106873
10,27954367;1,467887356;-0,371199376;-1,595442612;2,199527084
10,28962767;1,21187082;-0,296856414;-1,157459847;1,701901264
10,29971167;0,936561395;-0,218049542;-0,940525222;1,345094994
10,30979567;0,727945677;-0,150856994;-0,90944961;1,174632426
10,31987967;0,573075191;-0,147971978;-1,036075158;1,193215242
10,32996367;0,421700425;-0,214546037;-1,366697781;1,446279391
10,34004767;0,376601545;-0,118997709;-1,569819528;1,618741032
10,35013167;0,413103082;-0,051101741;-1,696536292;1,746854583
10,36021567;0,511099054;-0,164728198;-1,801950481;1,88026146
10,37029967;0,458086369;-0,251896442;-1,817462559;1,891154434
10,38038367;0,1405705;-0,163132785;-1,843673873;1,856207349
10,39046767;-0,282219993;-0,07256877;-1,878092338;1,900564438
10,40055267;-0,54920978;-0,072437646;-1,949372821;2,02655693
10,41063667;-0,755785514;-0,106132519;-2,111481612;2,245179381
10,42072067;-0,947385907;-0,039270777;-2,355718641;2,539388226
10,43080467;-0,996134436;0,188340132;-2,651943263;2,839112342
10,44088867;-0,809680324;0,33598452;-2,893112842;3,023006739
10,45097267;-0,555228319;0,425984425;-2,961574967;3,043134486
10,46105667;-0,465572413;0,556958401;-2,934433946;3,022889829
10,47114067;-0,448541521;0,753141695;-2,741009806;2,877767653
10,48122467;-0,376608672;0,83405605;-2,404449921;2,572715104
10,49130867;-0,379265427;0,865250215;-2,052299019;2,259298887
10,50139267;-0,466027948;0,891367388;-1,696412916;1,972190318
10,51147667;-0,543533157;0,905059521;-1,127357211;1,544504875
10,52156167;-0,520704056;0,924078613;-0,548650092;1,194182113
10,53164567;-0,222252082;0,957357164;-0,134687689;0,992002772
10,54172967;0,260122853;0,986776114;0,200937227;1,040080173
10,55181367;0,694237429;1,057500526;0,428683938;1,335680684
10,56189767;0,963699054;1,12910699;0,505512843;1,568165073
10,57198167;1,044031611;1,218990974;0,550293744;1,696692136
10,58206567;0,954872974;1,318717284;0,432677586;1,684638704
10,59214967;0,825947789;1,36476206;0,221927562;1,610595255
10,60223367;0,686142544;1,337776722;0,18847798;1,515243247
10,61231767;0,581023165;1,279216418;0,309665617;1,43870614
10,62240167;0,562527508;1,134212779;0,488405644;1,356987804
10,63248567;0,560309148;1,011577225;0,77856495;1,394058178
10,64257067;0,509499255;0,935800818;1,146896267;1,565465972
10,65265467;0,484427381;0,876308177;1,411156501;1,73030303
10,66273867;0,690139847;0,785317461;1,544185919;1,864812772
10,67282267;0,956471091;0,647401232;1,701988236;2,056873662
10,68290667;0,988559807;0,596012246;1,91941812;2,239787268
10,69299067;0,811496615;0,564008096;2,117858001;2,337082455
10,70307467;0,60469675;0,422832483;2,455285029;2,563760917
10,71315867;0,468573095;0,22829094;2,787175328;2,835493574
10,72324267;0,270383072;0,012846479;3,088449022;3,100288599
10,73332667;0,024545734;-0,131301128;3,325043739;3,327725702
10,74341067;-0,319173007;-0,258033972;3,460832459;3,485084539
10,75349467;-0,588983235;-0,377925721;3,377440054;3,449178224
10,76357967;-0,632059308;-0,511889232;3,119048671;3,223351387
10,77366367;-0,523797854;-0,6029143;2,602843024;2,722620365
10,78374767;-0,443213136;-0,673683151;1,977058218;2,135192279
10,79383167;-0,470138431;-0,748525172;1,395006491;1,651473036
10,80391567;-0,622718965;-0,78632669;0,792870163;1,278566256
10,81399967;-0,884203306;-0,865428701;0,159247164;1,247454201
10,82408367;-1,184629738;-0,969516887;-0,351393687;1,570601202
10,83416767;-1,41967604;-1,007905466;-0,736967858;1,890628232
10,84425167;-1,475868221;-1,022270613;-1,079781926;2,095030601
10,85433567;-1,391993128;-0,989183558;-1,26078424;2,122664807
10,86441967;-1,245791395;-0,973614616;-1,207582764;1,989516964
10,87450367;-0,933644804;-1,065072816;-0,981983151;1,723474291
10,88458767;-0,575536393;-1,059409349;-0,601074473;1,34717513
10,89467267;-0,26434246;-0,891874488;-0,163491073;0,944482064
10,90475667;-0,001890916;-0,8127697;0,064309432;0,815312127
10,91484067;0,187959734;-0,865328567;0,235546312;0,916299327
10,92492467;0,185424747;-0,951846748;0,28841859;1,011721232
10,93500867;0,115242591;-0,988877018;0,182953531;1,012240389
10,94509267;0,008269644;-0,983049975;0,063508948;0,985134015
10,95517742;-0,084955658;-0,984997975;-0,186065419;1,006011339
10,96526142;-0,08128844;-0,970406395;-0,502574033;1,095845354
10,97534542;0,011849373;-0,869198401;-0,886710958;1,241733704
10,98542942;0,164550735;-0,69868833;-1,398278008;1,57175816
10,99551342;0,276320664;-0,533745685;-1,870076975;1,96428752
11,00559842;0,290624397;-0,418273116;-2,317395989;2,372707127
11,01568242;0,145156836;-0,385905562;-2,667516738;2,699192315
11,02576642;-0,111245982;-0,334822386;-2,929568478;2,950737732
11,03585042;-0,287742067;-0,22352122;-3,06031222;3,08192604
11,04593442;-0,315425527;-0,187230769;-3,059118803;3,081031723
11,05601842;-0,299209188;-0,152568767;-2,827939192;2,8478138
11,06610242;-0,257782396;-0,084756268;-2,464145315;2,479041654
11,07618642;-0,233033233;-0,031122098;-2,12568216;2,138643897
11,08627042;-0,240619941;-0,021035797;-1,807428737;1,823496395
11,09635442;-0,221665314;0,039265661;-1,603303608;1,619030501
11,10643842;-0,154057614;0,151370818;-1,447965308;1,463984428
11,11652242;-0,079171565;0,250497496;-1,284174857;1,310771603
11,12660742;-0,073746244;0,307235661;-1,095043159;1,139715657
11,13669142;-0,220265107;0,358086703;-0,810021216;0,912621047
11,14677542;-0,401035488;0,377736417;-0,458828089;0,71696407
11,15685942;-0,502332469;0,390212475;-0,094609119;0,643082087
11,16694342;-0,433899764;0,46591009;0,214209822;0,671734371
11,17702742;-0,307465164;0,572060004;0,519715145;0,831800041
11,18711142;-0,179192437;0,636601278;0,745057481;0,996233791
11,19719542;-0,010751632;0,588362919;0,946594632;1,114597649
11,20727942;0,185131107;0,543197563;1,131970664;1,269131476
11,21736342;0,267524186;0,57541309;1,343055734;1,4854185
11,22744742;0,183388088;0,653109284;1,446311715;1,597498202
11,23753242;0,030405841;0,741981699;1,484119812;1,659539988
11,24761642;-0,008804545;0,680665457;1,590219879;1,729792544
11,25770042;0,067649462;0,510346005;1,729230999;1,804236498
11,26778442;0,295691174;0,404780082;1,943540808;2,007145002
11,27786842;0,55898066;0,406352983;2,352973373;2,452359235
11,28795242;0,674368737;0,476129854;2,862693288;2,979343164
11,29803642;0,593491548;0,38478582;3,261175187;3,336998044
11,30812042;0,340468494;0,188916375;3,592219979;3,613260656
11,31820442;0,08332391;0,075579794;3,662311723;3,664039074
11,32828842;-0,042482525;0,040831107;3,474904953;3,475404491
11,33837242;0,051493834;-0,081133041;3,151060422;3,152525332
11,34845642;0,349364374;-0,231323745;2,757514742;2,789167204
11,35854142;0,613125219;-0,298020156;2,363180273;2,459544582
11,36862542;0,849962377;-0,372699187;1,963938235;2,172186483
11,37870942;0,950521915;-0,419286293;1,617511173;1,922403522
11,38879342;0,881577249;-0,431880318;1,165408552;1,523770372
11,39887742;0,83933996;-0,421567145;0,64882576;1,141571414
11,40896142;0,815098134;-0,39295862;0,094236651;0,909770296
11,41904542;0,838503954;-0,391663315;-0,393252735;1,005552956
11,42912942;0,913380839;-0,436435592;-0,837595516;1,313889962
11,43921342;1,036746272;-0,493307658;-1,248199278;1,695935351
11,44929742;1,190844086;-0,471728654;-1,495510188;1,969057714
11,45938142;1,297365737;-0,379023535;-1,679996274;2,15620133
11,46946642;1,215865857;-0,319871201;-1,917921817;2,293266549
11,47955042;1,02898022;-0,269204639;-2,110930805;2,363747087
11,48963442;0,818865715;-0,264706522;-2,240675257;2,40025753
11,49971842;0,638493876;-0,296299321;-2,249715053;2,357262297
11,50980242;0,362450333;-0,281657016;-2,170535567;2,218541315
11,51988642;0,115364578;-0,223463187;-2,229092508;2,243233869
11,52997042;0,044640029;-0,190373355;-2,383648451;2,391655219
11,54005442;0,057736083;-0,223334402;-2,423904192;2,434855898
11,55013842;-0,020267436;-0,234224695;-2,315091602;2,326998303
11,56022242;-0,24546414;-0,180517727;-2,160380707;2,181761695
11,57030642;-0,419610375;-0,111663693;-2,08440608;2,129152497
11,58039142;-0,417428961;-0,071619036;-2,080019499;2,122700483
11,59047542;-0,387747727;0,001743786;-2,225327486;2,258856737
11,60055942;-0,354007758;0,161129821;-2,450065219;2,48074664
11,61064342;-0,288158864;0,395428922;-2,585794882;2,631679072
11,62072742;-0,230757881;0,630340665;-2,536003502;2,623336104
11,63081142;-0,151294366;0,903549185;-2,379614457;2,549873738
11,64089542;0,174743784;1,157686426;-2,045080631;2,356507594
11,65097942;0,617455375;1,305968161;-1,690274509;2,223472935
11,66106342;1,000685032;1,392941985;-1,600049633;2,345595177
11,67114742;1,188740916;1,394888085;-1,298807514;2,246267725
11,68123142;1,114083301;1,362678844;-0,848829771;1,954120573
11,69131642;0,797355051;1,22823016;-0,423770522;1,524436243
11,70140042;0,393839064;0,94423455;0,057133729;1,024671829
11,71148442;-0,085518818;0,727904674;0,552567726;0,917872417
11,72156842;-0,485859145;0,657989662;0,829118223;1,164665846
11,73165242;-0,616605482;0,599366502;0,990638199;1,311795169
11,74173642;-0,52199428;0,527059687;1,114496845;1,338795414
11,75182042;-0,39518608;0,50816324;1,115047653;1,287529877
11,76190442;-0,343373463;0,501365705;1,202810851;1,347600404
11,77198842;-0,192753446;0,535039967;1,355071177;1,469571214
11,78207242;-0,064238301;0,487349783;1,612139921;1,685417306
11,79215742;-0,11131127;0,400516;2,024495509;2,066733009
11,80224142;-0,271369735;0,290285313;2,452020528;2,484011225
11,81232542;-0,397887786;0,197993446;2,726984675;2,762962452
11,82240942;-0,429983189;0,195087965;2,892080224;2,930370775
11,83249342;-0,293517892;0,240996794;3,035460384;3,059126011
11,84257742;0,018593767;0,321026026;3,253083225;3,268937734
11,85266142;0,387987134;0,413741524;3,462546278;3,508695312
11,86274542;0,602611962;0,491313172;3,680778399;3,762002051
11,87282942;0,489587074;0,547318973;3,778664882;3,849358629
11,88291342;0,151144312;0,573260876;3,831702052;3,877294579
11,89299742;-0,245554607;0,520857984;3,866634488;3,909277729
11,90308142;-0,441227348;0,331690763;3,581375733;3,623665613
11,91316642;-0,327599357;0,134738414;2,927027278;2,948383365
11,92325042;-0,230307937;0,093823984;2,087616786;2,102376877
11,93333442;-0,27634641;0,031126483;1,193307956;1,225283671
11,94341842;-0,474022444;-0,06717369;0,385366595;0,614586849
11,95350267;-0,729275919;-0,185674386;-0,305650334;0,812244095
11,96358667;-0,941861238;-0,328022805;-0,8453881;1,30743359
11,97367067;-1,13040478;-0,471125806;-1,194625334;1,710819739
11,98375467;-1,30342813;-0,654210753;-1,405150825;2,025182817
11,99383867;-1,400763806;-0,906457444;-1,488012888;2,235617743
12,00392267;-1,389534667;-1,155078714;-1,356206122;2,259271668
12,01400767;-1,440274904;-1,352767082;-1,093746831;2,258462465
12,02409167;-1,504078113;-1,501020458;-0,795198525;2,268844216
12,03417567;-1,397904079;-1,636872035;-0,577117846;2,228575976
12,04425967;-1,121126637;-1,725768716;-0,485354567;2,114419933
12,05434367;-0,886415089;-1,776180194;-0,509075552;2,049318352
12,06442767;-0,761966678;-1,778074253;-0,656069291;2,042686511
12,07451167;-0,612171977;-1,743478617;-0,836555296;2,028372988
12,08459567;-0,450094212;-1,597471157;-1,028104234;1,952305614
12,09467967;-0,337515211;-1,396418447;-1,184786809;1,862154876
12,10476367;-0,228160328;-1,207956109;-1,328728886;1,810175558
12,11484767;-0,157010568;-1,094703581;-1,529379015;1,88733368
12,12493267;-0,179588933;-0,947825325;-1,752211726;2,000217729
12,13501667;-0,241756566;-0,720814925;-1,998252035;2,137997098
12,14510067;-0,192713009;-0,503535607;-2,299088942;2,361460644
12,15518467;-0,042271907;-0,302589609;-2,608074528;2,625909391
12,16526867;0,169727494;-0,105521923;-2,738014278;2,745298615
12,17535267;0,30306994;0,051971368;-2,817290243;2,834021299
12,18543667;0,254474187;0,17552669;-2,823071385;2,839946967
12,19552067;0,103520577;0,33612763;-2,576722342;2,600614605
12,20560467;-0,057463247;0,439200009;-2,348360505;2,38976897
12,21568867;-0,118777306;0,410460652;-2,164867276;2,206634613
12,22577367;-0,086972728;0,447258788;-1,828914916;1,884816821
12,23585767;-0,059077051;0,612332556;-1,483710507;1,60618745
12,24594167;0,075055226;0,749441285;-1,223987712;1,437164377
12,25602567;0,265931551;0,679068875;-0,8505968;1,120432525
12,26610967;0,340999421;0,609675874;-0,420704827;0,815461727
12,27619367;0,271244057;0,533773313;-0,06816801;0,602606145
12,28627767;0,066102517;0,440591939;0,271653453;0,521810691
12,29636167;-0,252478514;0,379073237;0,434949814;0,629780327
12,30644567;-0,449560179;0,381242407;0,53139145;0,793616407
12,31652967;-0,466700561;0,369317157;0,642245888;0,875605137
12,32661467;-0,414536307;0,340024215;0,769847921;0,938148516
12,33669867;-0,348751184;0,404532891;0,992991119;1,127521889
12,34678267;-0,205219545;0,431649207;1,313664705;1,397909531
12,35686667;0,015974666;0,286872732;1,479715104;1,507351301
12,36695067;0,12427875;0,198924615;1,527892068;1,545791183
12,37703467;0,027053989;0,304751471;1,385617032;1,418992578
12,38711867;-0,188244859;0,427657605;1,185527651;1,274285277
12,39720267;-0,361538022;0,498946274;1,000229387;1,174783364
12,40728667;-0,34683158;0,465506925;1,037534038;1,188892645
12,41737067;-0,177021183;0,387431247;1,306915848;1,374579392
12,42745567;0,142403273;0,28269899;1,773701413;1,801725315
12,43753967;0,34645089;0,165214394;2,39905411;2,429564701
12,44762367;0,382380714;0,021564385;3,092458457;3,116083976
12,45770767;0,351052502;-0,140343408;3,685837995;3,705176899
12,46779167;0,301185912;-0,35473464;3,920986696;3,94850431
12,47787567;0,271972821;-0,486951149;3,772759779;3,813765461
12,48795967;0,337122534;-0,485377079;3,285904232;3,338623838
12,49804367;0,537722157;-0,439908253;2,565299222;2,657710384
12,50812767;0,775235399;-0,454398384;1,792389114;2,005025324
12,51821167;0,975387126;-0,581134737;0,879318908;1,43607081
12,52829567;1,070373463;-0,718528956;-0,084858887;1,291969134
12,53838067;1,195709481;-0,781510193;-1,002728487;1,745263236
12,54846467;1,354885528;-0,83786478;-1,717276366;2,342385601
12,55854867;1,374422976;-0,839499954;-2,166624949;2,699641154
12,56863267;1,15122306;-0,866908777;-2,240867046;2,664269221
12,57871667;0,741734728;-0,944959166;-1,985914995;2,320986126
12,58880067;0,293125745;-1,034328302;-1,481576858;1,830526625
12,59888467;-0,039361583;-1,094751821;-0,869321339;1,398481488
12,60896867;-0,132380314;-1,085884811;-0,287566651;1,131090159
12,61905267;0,006990675;-1,000379807;0,177918493;1,016102169
12,62913767;0,277119997;-0,829132256;0,367905055;0,948477685
12,63922167;0,452199868;-0,673966448;0,279791023;0,858486174
12,64930567;0,391218013;-0,563005299;-0,00873691;0,685640455
12,65938967;0,154612296;-0,504729024;-0,43883295;0,686462459
12,66947367;-0,074614953;-0,431283756;-1,009005473;1,099847769
12,67955767;-0,176963734;-0,316093608;-1,592100343;1,632793568
12,68964167;-0,205390722;-0,171711674;-2,094772609;2,11181025
12,69972567;-0,217391749;0,012113969;-2,49003737;2,499538363
12,70980967;-0,191040376;0,197178344;-2,798422447;2,811857735
12,71989367;-0,079282918;0,338636817;-2,934651462;2,955188637
12,72997767;0,002323958;0,408878834;-2,909983229;2,938569328
12,74006267;-0,025367953;0,434404123;-2,740893447;2,775220237
12,75014667;-0,106097527;0,432379378;-2,492654584;2,532101003
12,76023067;-0,099001611;0,465869452;-2,326775508;2,375019985
12,77031467;-0,020361558;0,543603214;-2,21771675;2,283459356
12,78039867;0,091326967;0,640437344;-2,091135641;2,188914999
12,79048267;0,137335381;0,676510279;-1,927763851;2,047632933
12,80056667;0,042706875;0,704783614;-1,720204652;1,859475158
12,81065067;-0,126151978;0,695785334;-1,32438499;1,501341784
12,82073467;-0,218414463;0,663692452;-0,933141943;1,165738579
12,83081867;-0,224202037;0,724078256;-0,569313567;0,947984078
12,84090367;0,035716182;0,856150924;-0,210947075;0,882478736
12,85098767;0,431547977;0,976197769;-0,145088716;1,07714738
12,86107167;0,583177754;1,122981009;-0,000763062;1,265378687
12,87115567;0,425203821;1,133084266;0,152164432;1,219767297
12,88123967;0,095066901;1,013581212;0,280817209;1,056050611
12,89132367;-0,247295743;1,076947196;0,275196866;1,138729011
12,90140767;-0,366796057;1,271984143;0,436884658;1,394041324
12,91149167;-0,190273587;1,298454342;0,740896602;1,507022061
12,92157567;0,193925502;1,114649019;0,963463265;1,486038693
12,93166067;0,560392909;0,937675874;1,241312428;1,653521333
12,94174467;0,806247716;0,849076231;1,73791119;2,095543159
12,95182842;0,907093986;0,737485629;2,098923547;2,402537119
12,96191242;0,759418827;0,632370818;2,251759239;2,459070857
12,97199642;0,275529463;0,622189061;2,320946419;2,418641766
12,98208042;-0,299142054;0,600614005;2,417077568;2,508483032
12,99216442;-0,502924354;0,523429443;2,426457671;2,532707665
13,00224842;-0,453398803;0,514803192;2,437776126;2,53245834
13,01233242;-0,321641811;0,5282781;2,565005692;2,638519548
13,02241642;-0,179759452;0,53622929;2,897432181;2,952112558
13,03250142;-0,126510979;0,560290875;3,205458823;3,256516108
13,04258542;-0,116650125;0,513618546;3,149850048;3,193582094
13,05266942;-0,160800331;0,333693434;2,955202671;2,97832686
13,06275342;-0,255211887;0,062598829;2,941652918;2,953366488
13,07283742;-0,407952233;-0,176313432;2,61887492;2,65631649
13,08292142;-0,726151313;-0,349511176;2,183131639;2,327126456
13,09300542;-1,014901367;-0,520188185;1,577681109;1,946714724
13,10308942;-1,097718333;-0,604312077;0,797154418;1,485137634
13,11317342;-1,081130732;-0,570494851;0,090034842;1,225730112
13,12325842;-0,98748772;-0,694436966;-0,370329895;1,262742621
13,13334242;-1,005021327;-0,753551439;-0,573522393;1,380882172
13,14342642;-1,019819899;-0,736607962;-0,666608312;1,423724186
13,15351042;-0,745557345;-0,899841465;-0,607587687;1,317092713
13,16359442;-0,472355549;-1,004783784;-0,519195328;1,225672878
13,17367842;-0,395903424;-1,010337908;-0,48419331;1,18826149
