Time (s);Linear Acceleration x (m/s^2);Linear Acceleration y (m/s^2);Linear Acceleration z (m/s^2);Absolute acceleration (m/s^2)
4,279540167;-0,090523943;0,476707997;-0,856857998;0,984708448
4,289624167;-0,192038971;0,377943555;-0,41390627;0,592485187
4,299708167;-0,200287821;0,320562927;-0,225766259;0,440279689
4,309792167;-0,146530439;0,331517539;-0,274824398;0,454866462
4,319876167;-0,167374063;0,430878544;-0,373583871;0,59433602
4,329960167;-0,277851959;0,500961955;-0,505619262;0,764078157
4,340044167;-0,455165904;0,524888323;-0,668437906;0,964102166
4,350128167;-0,582926762;0,623698082;-0,583566155;1,03409495
4,360212167;-0,563841158;0,753923906;-0,413483516;1,028244488
4,370296167;-0,407957276;0,807036067;-0,175674917;0,921193806
4,380380167;-0,319805493;0,820592982;0,316936045;0,936000456
4,390464167;-0,24753917;0,767155717;0,902197309;1,20986095
4,400548167;-0,131088362;0,619371142;1,283015939;1,430711246
4,410632167;-0,098131993;0,579919832;1,703872794;1,802531386
4,420716167;-0,269568007;0,777495348;2,092694508;2,248674328
4,430800167;-0,399817294;0,873237657;2,314279423;2,505651038
4,440884167;-0,294468375;0,622155147;2,988104954;3,066359383
4,450968167;-0,084079635;0,230080773;3,608437232;3,61674243
4,461052167;0,026619267;-0,004614184;4,046397192;4,04648738
4,471136167;0,00852948;-0,063105929;4,15021743;4,150705943
4,481220167;0,017087684;0,006062832;3,790182143;3,790225511
4,491304167;0,12859997;0,073211233;3,177372308;3,180816345
4,501388167;0,098025354;0,01396359;2,613188503;2,61506369
4,511472167;0,134479857;-0,024702878;2,493612358;2,497358135
4,521556167;0,392499284;-0,152678256;2,564005818;2,598363364
4,531640167;0,695298041;-0,318569611;2,70323387;2,809341438
4,541724167;0,886715928;-0,426238047;2,441058168;2,631864167
4,551808167;0,854473942;-0,527188325;1,917701962;2,164632547
4,561892167;0,665369872;-0,580679824;1,222014862;1,507722271
4,571976167;0,51554133;-0,571641782;0,126066554;0,780032029
4,582060167;0,420235588;-0,4620673;-0,971934126;1,155318175
4,592144167;0,477158817;-0,37336767;-1,770858496;1,871636655
4,602228167;0,736627916;-0,46120045;-2,270329412;2,430992015
4,612312167;1,040242323;-0,613866427;-2,056886744;2,38531322
4,622396167;1,074628775;-0,712340117;-1,573833057;2,034503855
4,632480167;0,896282704;-0,821736113;-1,198464616;1,707304999
4,642564167;0,623855152;-0,925895927;-0,819583753;1,384989548
4,652648167;0,419526431;-0,981088527;-0,511985711;1,183497567
4,662732167;0,280675049;-0,966850995;-0,352594121;1,066724868
4,672816167;0,133572698;-0,872594756;-0,299701962;0,932247038
4,682900167;0,068591786;-0,777693569;-0,632826024;1,004978058
4,692984167;-0,019480291;-0,684794322;-1,165357096;1,351806165
4,703068167;-0,152684688;-0,589988737;-1,588445249;1,701339952
4,713152167;-0,336866609;-0,516250085;-2,023555861;2,115365591
4,723236167;-0,461654158;-0,356326398;-2,097141316;2,176716509
4,733320167;-0,367547278;-0,170594709;-2,176330742;2,21373193
4,743404167;-0,298024652;-0,08593419;-2,528187529;2,547142626
4,753488167;-0,320443059;0,007396435;-2,633485358;2,652919824
4,763572167;-0,417656308;0,159528269;-2,719251732;2,75576052
4,773656167;-0,444486038;0,261911699;-2,797472275;2,844647026
4,783740167;-0,397532604;0,313120006;-2,825390391;2,87034966
4,793824167;-0,287029163;0,411901552;-2,827945624;2,872163833
4,803908167;-0,093452375;0,559642273;-2,937059931;2,99136321
4,813992167;0,032006562;0,680080005;-2,679059726;2,764216751
4,824076167;0,031250042;0,75078132;-2,107732962;2,237674551
4,834160167;0,061291099;0,793435881;-1,437161407;1,642781181
4,844244167;0,185278274;0,742382672;-0,582749884;0,961799094
4,854328167;0,348227383;0,725544738;0,22830395;0,836540597
4,864412167;0,580117906;0,735365575;0,815518184;1,241921584
4,874496167;0,805868451;0,738545291;1,372347361;1,754482939
4,884580167;0,769437227;0,732268743;1,215628533;1,614312203
4,894664167;0,567693998;0,750731911;0,974913282;1,355112832
4,904748167;0,34098959;0,820013815;0,699198353;1,130298587
4,914832167;0,125649821;0,946886847;0,348272443;1,016698713
4,924916167;-0,014355051;1,032240262;-0,004267883;1,032348895
4,935000167;0,002398724;1,060717518;-0,131938328;1,068894349
4,945083708;0,090367877;1,031818385;-0,085706733;1,039308028
4,955167708;0,08355144;1,060655829;0,107946618;1,069403621
4,965251708;0,097141036;1,096796154;0,493889163;1,206782785
4,975335708;0,223491381;0,994831823;0,79674102;1,293999616
4,985419708;0,30780613;0,91512711;1,029858398;1,411669424
4,995503708;0,17293937;1,004711424;1,188914359;1,566164239
5,005587708;0,012813479;1,064037128;1,478172024;1,821354366
5,015671708;0,012827878;0,965931959;1,954645255;2,18032731
5,025755708;0,098861799;0,799215123;2,420091807;2,550561276
5,035839708;0,07794227;0,636556693;2,772133366;2,845347574
5,045923708;-0,188771711;0,547363851;3,266884993;3,317797387
5,056007708;-0,580888167;0,507574864;3,473593422;3,558217892
5,066091708;-0,970780763;0,278316209;3,537760767;3,679079565
5,076175708;-1,049920999;-0,118998732;3,619915316;3,770978878
5,086259708;-0,880381566;-0,510481807;3,459201086;3,605791942
5,096343708;-0,606593624;-0,609445055;3,18447726;3,298526113
5,106427708;-0,490145081;-0,599268268;2,712677123;2,820989513
5,116511708;-0,606369785;-0,632975859;2,118283678;2,29248086
5,126595708;-0,82385814;-0,633029945;1,444593219;1,779415273
5,136679708;-1,004674733;-0,574410147;0,494491426;1,258507094
5,146763708;-1,076862557;-0,492078573;-0,418132052;1,255630798
5,156847708;-1,078531791;-0,496793768;-1,152915391;1,655067603
5,166931708;-0,904093487;-0,54128377;-1,502500534;1,83517874
5,177015708;-0,735332684;-0,629722322;-1,383483383;1,68857651
5,187099708;-0,6515271;-0,737493815;-0,924105071;1,349946248
5,197183708;-0,618439461;-0,862697466;-0,389220495;1,130578117
5,207267708;-0,493213152;-1,056556785;0,190509887;1,181467507
5,217351708;-0,220152914;-1,283526986;0,739079288;1,497380053
5,227435708;0,036719957;-1,504904617;1,073487983;1,848908519
5,237519708;0,220968472;-1,583168136;1,328033068;2,078201204
5,247603708;0,390159777;-1,550024364;1,348667892;2,091340542
5,257687708;0,55995075;-1,567965814;1,068783313;1,97847401
5,267771708;0,547265033;-1,55032111;0,534851248;1,728889938
5,277855708;0,314665937;-1,398550342;-0,229437726;1,451757342
5,287939708;0,06032778;-1,205100475;-1,137068852;1,657960243
5,298023708;-0,069096858;-1,06291227;-1,948966439;2,221041884
5,308107708;-0,002762152;-0,926044447;-2,807588543;2,956369289
5,318191708;0,173681875;-0,696677619;-3,549431224;3,621323945
5,328275708;0,3105427;-0,469661517;-3,961107366;4,000923678
5,338359708;0,311863878;-0,298246005;-4,146315583;4,168709953
5,348443708;0,251706645;-0,162085549;-4,098274274;4,109194567
5,358527708;0,213967674;-0,065531792;-4,002462384;4,008713224
5,368611708;0,10299366;-0,047887673;-3,657136937;3,658900313
5,378695708;-0,073319379;-0,012751754;-3,15224039;3,153118744
5,388779708;-0,225665303;0,062270215;-2,710136508;2,720228354
5,398863708;-0,264549415;0,144914761;-2,39897985;2,417869104
5,408947708;-0,251080262;0,227578603;-2,068862427;2,096431506
5,419031708;-0,289803393;0,359531842;-1,778587931;1,8375593
5,429115708;-0,298092132;0,455862381;-1,495291502;1,591403816
5,439199708;-0,242095449;0,5192098;-1,168025765;1,300950887
5,449283708;-0,211208921;0,568772115;-0,883186841;1,071508247
5,459367708;-0,370912132;0,597807342;-0,45114017;0,835749292
5,469451708;-0,610716934;0,623968808;-0,067357585;0,875699315
5,479535708;-0,855413882;0,628873744;0,177101637;1,076373581
5,489619708;-1,028233457;0,595930239;0,441927881;1,267949977
5,499703708;-1,030385306;0,601345784;0,655080526;1,361044131
5,509787708;-0,905479935;0,637555836;0,821783475;1,379021188
5,519871708;-0,705570064;0,69709394;1,021366487;1,423712955
5,529955708;-0,495541513;0,793619192;1,373142582;1,66159964
5,540039708;-0,330322368;0,910185482;1,755706022;2,00500726
5,550123708;-0,324744344;0,94448101;2,114550231;2,338552105
5,560207708;-0,321612283;0,870944087;2,480508748;2,648565973
5,570291708;-0,292522842;0,677180078;2,714337147;2,812786629
5,580375708;-0,395543564;0,520554513;2,912126234;2,984612355
5,590459708;-0,532397756;0,447600996;2,86793824;2,951078408
5,600543708;-0,522476676;0,382403811;2,776679576;2,851168886
5,610627708;-0,328665268;0,323840438;2,980204196;3,015710619
5,620711708;0,025155526;0,04894178;3,282373683;3,282834917
5,630795708;0,346007159;-0,331452051;3,246822027;3,281986394
5,640879708;0,652085363;-0,490666032;3,075365877;3,181798823
5,650963708;0,930789828;-0,571836933;2,938732234;3,135205627
5,661047708;1,176762163;-0,736158457;2,545461373;2,899322691
5,671131708;1,278191401;-0,960522261;2,06174812;2,609057604
5,681215708;1,180916099;-1,105352092;1,653811857;2,31332223
5,691299708;1,108908149;-1,189291212;1,221302086;2,033634592
5,701384708;1,133862677;-1,212763836;0,746101209;1,820194414
5,711468708;1,215964455;-1,235489624;0,266695014;1,753890076
5,721552708;1,328410359;-1,273370957;-0,089475848;1,842322882
5,731636708;1,31781038;-1,323339654;-0,288559508;1,88974036
5,741720708;1,178769513;-1,349213583;-0,481455059;1,855174879
5,751804708;0,984665415;-1,364741887;-0,779832042;1,854784196
5,761888708;0,740064982;-1,358870698;-1,033921044;1,860972455
5,771972708;0,438415166;-1,259970746;-1,27604255;1,846081994
5,782056708;0,195371646;-1,034963749;-1,442081255;1,785754291
5,792140708;0,028045201;-0,859193815;-1,505040565;1,733247716
5,802224708;0,040054414;-0,757341458;-1,344092445;1,543293537
5,812308708;0,088035085;-0,689323137;-1,149204163;1,342976832
5,822392708;0,086128354;-0,561312237;-1,018667412;1,166264472
5,832476708;0,128027281;-0,40907837;-1,004703092;1,092320649
5,842560708;0,206419339;-0,255650062;-1,241148705;1,283906541
5,852644708;0,163463372;-0,124859104;-1,638461747;1,651322792
5,862728708;0,040870037;0,000636908;-2,073546631;2,073949468
5,872812708;-0,134873585;0,078255626;-2,443913364;2,448882879
5,882896708;-0,277472566;0,170938233;-2,557139432;2,577823303
5,892980708;-0,295956455;0,290305779;-2,618711198;2,651323444
5,903064708;-0,194749685;0,378069416;-2,623341608;2,657590095
5,913148708;-0,08115875;0,426777892;-2,440576358;2,478939102
5,923232708;-0,059997759;0,487827208;-2,301620201;2,353514535
5,933316708;8,10022E-05;0,620096781;-2,176772207;2,263372984
5,943401167;0,150273707;0,731906362;-1,982148803;2,118297191
5,953485167;0,167421462;0,816524928;-1,70667361;1,899336125
5,963569167;0,174352642;0,900524566;-1,556502494;1,806666365
5,973653167;0,294226739;0,920582416;-1,391129202;1,693895456
5,983737167;0,399493577;0,946339986;-1,230337204;1,602773884
5,993821167;0,434462485;0,940039026;-1,060646328;1,482363537
6,003905167;0,361148743;0,96406699;-0,854259496;1,337764128
6,013989167;0,139672714;1,015071082;-0,507217891;1,143305628
6,024073167;0,014629533;1,019262805;-0,056216885;1,020916758
6,034157167;0,017471453;0,949644101;0,28604462;0,991942889
6,044241167;0,107048166;0,968555751;0,462670879;1,078714
6,054325167;0,297173589;1,147934002;0,453619389;1,269580704
6,064409167;0,573413671;1,307148129;0,226618783;1,445266599
6,074493167;0,759102858;1,331511722;0,075935451;1,534577078
6,084577167;0,771972507;1,314367101;0,192020808;1,536351008
6,094661167;0,53476449;1,245908047;0,466829419;1,433941988
6,104745167;0,160391318;1,024255304;0,860187403;1,347125336
6,114829167;-0,204462806;0,821304734;1,260135199;1,517987888
6,124913167;-0,427499804;0,780974588;1,495660461;1,74059691
6,134997167;-0,378438339;0,821769734;1,321302922;1,601362696
6,145082167;-0,144306039;0,904523623;1,36087337;1,640415663
6,155166167;0,258376254;0,904683983;1,663911753;1,911495153
6,165250167;0,643274852;0,74110871;2,151709287;2,364930762
6,175334167;0,65193699;0,591891421;2,985679529;3,112818585
6,185418167;0,305915633;0,414460732;4,155113304;4,186923529
6,195502167;-0,086538426;0,077931252;4,96700446;4,968369499
6,205586167;-0,330595543;-0,355832893;5,323408626;5,345520541
6,215670167;-0,449757084;-0,652412296;5,251915305;5,311359299
6,225754167;-0,486766597;-0,869946844;4,599010527;4,705809926
6,235838167;-0,548424353;-1,107285035;3,750473701;3,948784928
6,245922167;-0,724104861;-1,304233584;2,934222277;3,291658163
6,256006167;-0,980441459;-1,409042147;1,756242211;2,455820012
6,266090167;-1,24829678;-1,392061395;0,477525145;1,929795337
6,276174167;-1,414074554;-1,221134563;-0,685220584;1,990051184
6,286258167;-1,373060283;-1,04383149;-1,776048485;2,475727558
6,296342167;-1,110145055;-0,902507503;-2,70601539;3,060957551
6,306426167;-0,73724487;-0,777658924;-3,30099648;3,470570726
6,316510167;-0,419576461;-0,720011371;-3,237589858;3,343119632
6,326594167;-0,260111433;-0,752786769;-2,646995934;2,764223825
6,336678167;-0,23747275;-0,83984494;-1,873824456;2,067111734
6,346762167;-0,355350461;-0,996341135;-1,14402236;1,558126044
6,356846167;-0,459413907;-1,131227191;-0,483157184;1,31307919
6,366930167;-0,381926897;-1,225631949;-0,029498618;1,284099684
6,377014167;-0,135785239;-1,28065571;0,136668726;1,295065643
6,387098167;0,166356958;-1,303791535;0,014402277;1,314440729
6,397182167;0,397779283;-1,181614548;-0,181292337;1,259884205
6,407266167;0,455420112;-0,962873865;-0,533463703;1,191267007
6,417350167;0,349122957;-0,810604037;-0,842420638;1,22009765
6,427434167;0,188241899;-0,708877834;-1,123206273;1,341467527
6,437518167;-0,030349461;-0,595175802;-1,571725135;1,680914997
6,447602167;-0,218404834;-0,412080477;-2,00768184;2,061139821
6,457686167;-0,262899148;-0,197358439;-2,322625739;2,345774209
6,467770167;-0,173680797;-0,015371014;-2,483349325;2,489462825
6,477854167;0,009272021;0,106987382;-2,618870827;2,621071666
6,487939167;0,060737624;0,191253507;-2,603358164;2,611080369
6,498023167;-0,038974177;0,344612817;-2,548426496;2,57191652
6,508107167;-0,048224016;0,491345478;-2,401392996;2,451618701
6,518191167;0,020933617;0,53484964;-2,206190134;2,270193221
6,528275167;0,052453745;0,545894884;-2,059389353;2,131158635
6,538359167;0,045568338;0,644460667;-1,832703912;1,943247193
6,548443167;-0,013495228;0,717216548;-1,628831382;1,779795879
6,558527167;-0,108153426;0,650297358;-1,422640432;1,567957148
6,568611167;-0,322731952;0,525998563;-1,088231152;1,251030552
6,578695167;-0,656832791;0,464758335;-0,802832649;1,136648533
6,588779167;-0,877422363;0,472424765;-0,620147506;1,173728287
6,598863167;-0,897230684;0,538087828;-0,393866107;1,117896203
6,608947167;-0,790252365;0,674643556;-0,181906294;1,054861426
6,619031167;-0,689869852;0,760466356;0,063359844;1,028709852
6,629115167;-0,562451238;0,79795344;0,387415459;1,050319869
6,639199167;-0,344162874;0,74519416;0,635005281;1,037783275
6,649283167;-0,145971646;0,58045339;1,065738668;1,222306331
6,659367167;-0,043462427;0,495358422;1,493909805;1,574495301
6,669451167;-0,081205473;0,609767821;1,958314968;2,052658919
6,679535167;-0,256134577;0,733436286;2,331967835;2,457968204
6,689619167;-0,337055949;0,72308306;2,581522322;2,70198322
6,699703167;-0,186832354;0,491354103;2,76138209;2,810972471
6,709787167;0,208967866;0,284236515;3,104755152;3,124733992
6,719871167;0,611851148;0,195723996;3,406401313;3,466444809
6,729955167;0,792555071;0,079451674;3,711021368;3,795541556
6,740039167;0,672004927;-0,109533552;4,063645894;4,120292001
6,750123167;0,36758989;-0,379364428;4,410189316;4,441712451
6,760207167;-0,061362472;-0,587994252;4,520416932;4,558911255
6,770291167;-0,351403262;-0,700441179;4,245173289;4,316896842
6,780376167;-0,239743333;-0,691846503;3,745511754;3,816410192
6,790460167;0,128168153;-0,635228937;3,102016901;3,16898276
6,800544167;0,622939259;-0,66660802;2,19968686;2,381394939
6,810628167;0,916239251;-0,802765553;1,19954752;1,709631876
6,820712167;0,967462614;-0,86850536;0,311391715;1,336880799
6,830796167;0,867817581;-0,87164049;-0,559230629;1,351148916
6,840880167;0,839084363;-0,887229898;-1,357702425;1,826087439
6,850964167;0,894330757;-0,935463434;-1,896884705;2,296321171
6,861048167;0,863038505;-0,960914317;-1,791238967;2,208331683
6,871132167;1,023727008;-0,953272153;-1,307080155;1,914472072
6,881216167;1,013761964;-1,046758167;-0,813809627;1,669042267
6,891300167;0,683162511;-1,162991897;-0,244398412;1,370763201
6,901384167;0,312998128;-1,175585631;0,146901353;1,225377252
6,911468167;0,107408528;-0,952719444;-0,027259719;0,959142338
6,921552167;0,013494277;-0,811765148;-0,542849654;0,976642462
6,931636167;0,048306772;-0,674858587;-1,080487685;1,274841674
6,941720167;0,154263253;-0,470400313;-1,589066223;1,664393303
6,951803708;0,276935791;-0,324335843;-2,033935838;2,078167983
6,961887708;0,263560797;-0,211090625;-2,167575706;2,193720125
6,971971708;0,113224424;-0,179674558;-2,008402802;2,019600092
6,982055708;-0,115645646;-0,156678628;-1,9113016;1,92119648
6,992139708;-0,315283988;-0,055098752;-1,92503554;1,951461425
7,002223708;-0,371654947;0,092118205;-2,03203257;2,067793396
7,012307708;-0,27349211;0,277265757;-2,127526372;2,162878336
7,022391708;-0,165399751;0,427803493;-2,24067058;2,287133042
7,032475708;-0,131399873;0,4601212;-2,393030893;2,440404536
7,042560708;-0,010027116;0,527450134;-2,476860085;2,532417831
7,052644708;0,002597808;0,657741448;-2,633266087;2,714170379
7,062728708;-0,124871584;0,746678037;-2,680682328;2,785530246
7,072812708;-0,175412194;0,807845321;-2,56021156;2,690365538
7,082896708;-0,151771682;0,918868159;-2,490245531;2,658698204
7,092980708;-0,035458228;1,007889532;-2,278258821;2,491497913
7,103064708;0,123204086;1,023520017;-1,919996994;2,179256967
7,113148708;0,143002768;0,995027266;-1,520934466;1,823121143
7,123232708;0,157989921;1,026616702;-0,83464618;1,332492745
7,133316708;0,345437275;1,053968807;-0,341894301;1,160632961
7,143400708;0,546897791;1,067968796;-0,174604291;1,212493794
7,153484708;0,729176589;1,088550118;0,036643331;1,310718349
7,163568708;0,770303346;1,063669338;0,209245536;1,329865933
7,173652708;0,628646507;1,060574846;0,236649097;1,255395646
7,183736708;0,362077318;1,103864414;0,188839923;1,176977971
7,193820708;0,194173972;1,136926764;0,331724238;1,200144562
7,203904708;0,270223224;1,148914872;0,488606204;1,277404398
7,213988708;0,435535559;1,131358899;0,488065336;1,306855751
7,224072708;0,518503237;1,168769531;0,370188392;1,331130072
7,234156708;0,473144009;1,229798383;0,428170552;1,385496062
7,244240708;0,561278031;1,204697894;0,628685026;1,470229542
7,254324708;0,721808586;1,049930428;0,941437973;1,584192853
7,264408708;0,711317512;0,80989974;1,527632452;1,869644645
7,274492708;0,514234111;0,547763946;2,096643718;2,227194859
7,284577708;0,335515865;0,365242817;2,732086955;2,776737716
7,294661708;0,116465581;0,173947795;3,351666697;3,358197688
7,304745708;-0,055604097;0,07099777;3,930348673;3,931383114
7,314829708;-0,158282739;0,08371254;4,401700913;4,405341319
7,324913708;-0,202205433;0,019882726;4,495066913;4,499656533
7,334997708;-0,20198132;-0,089740288;4,264399518;4,270123303
7,345081708;-0,305394281;-0,212151456;4,060564996;4,077555885
7,355165708;-0,505047624;-0,316236864;3,942155371;3,986937148
7,365249708;-0,670388172;-0,522737279;3,695095307;3,791622857
7,375333708;-0,800828297;-0,786714215;3,220314844;3,410377239
7,385417708;-1,034082939;-0,920298973;2,569138504;2,918347199
7,395501708;-1,312264004;-0,9917825;1,875783273;2,494841123
7,405585708;-1,532020056;-0,974467432;1,094659581;2,120130144
7,415669708;-1,496974331;-0,961797247;0,070385274;1,78071339
7,425753708;-1,380661517;-0,978847874;-1,069855692;2,002238893
7,435837708;-1,217445482;-0,946703975;-1,824383324;2,388890209
7,445921708;-0,973686829;-0,955580926;-2,231015072;2,615077284
7,456005708;-0,805375823;-0,993710911;-2,31366605;2,64369858
7,466089708;-0,783358863;-1,031996725;-2,099079083;2,466739011
7,476173708;-0,781541037;-1,038444158;-1,695066887;2,135983243
7,486258708;-0,749420235;-1,068087787;-1,263927703;1,81657795
7,496341708;-0,663604451;-1,147346941;-0,984761163;1,651220887
7,506426708;-0,503267585;-1,223324346;-0,853083036;1,574023946
7,516510708;-0,325449628;-1,251433519;-0,809589692;1,525594567
7,526594708;-0,15877555;-1,204064202;-0,662482517;1,383424506
7,536678708;-0,015000812;-1,118529816;-0,79041024;1,369701544
7,546762708;0,065650436;-1,07696386;-1,085435598;1,530467763
7,556846708;0,062143422;-0,951349003;-1,330491822;1,636806408
7,566930708;0,084749032;-0,861619678;-1,659177262;1,871480712
7,577014708;0,065201735;-0,76829797;-1,973677357;2,118946755
7,587098708;-0,020568257;-0,61500181;-2,351754813;2,430925951
7,597182708;-0,004738108;-0,422617744;-2,718092814;2,750755669
7,607266708;-0,004262547;-0,230512151;-2,900674462;2,909822392
7,617350708;-0,14221682;-0,119276036;-2,977144348;2,982924884
7,627434708;-0,161952086;0,019845304;-2,921207544;2,925760727
7,637518708;0,029436053;0,11713347;-2,726747278;2,729420717
7,647602708;0,253127866;0,207564023;-2,513297594;2,53452586
7,657686708;0,292817414;0,343678578;-2,213145397;2,258731846
7,667770708;0,243495748;0,39937053;-1,983001328;2,037420247
7,677854708;0,205859121;0,426964418;-1,833234839;1,893522264
7,687938708;0,112559303;0,443434416;-1,628723794;1,691757924
7,698022708;-0,031344986;0,434922332;-1,335724495;1,405097815
7,708107708;-0,071344656;0,381028399;-0,962428892;1,037565455
7,718191708;-0,098903497;0,282363798;-0,680345176;0,743223233
7,728275708;-0,21089562;0,244457468;-0,350939943;0,476859791
7,738359708;-0,305819136;0,372438109;-0,07617928;0,487892172
7,748443708;-0,14034604;0,592462402;0,154250134;0,628093792
7,758527708;0,262424025;0,741172591;0,366431556;0,867453321
7,768611708;0,558637538;0,808789939;0,687922583;1,199772705
7,778695708;0,600654022;0,820048314;0,951981087;1,392670988
7,788779708;0,441415738;0,652942054;1,252508091;1,479850566
7,798863708;0,135719723;0,473297316;1,538683689;1,615542537
7,808947708;-0,236560913;0,448129438;1,75658135;1,828211995
7,819031708;-0,47009973;0,479507352;1,898127238;2,01340708
7,829115708;-0,437934269;0,463288491;1,983964364;2,083875536
7,839199708;-0,199607972;0,449181498;2,070186237;2,127740213
7,849283708;0,099666229;0,39500076;2,228871483;2,265795014
7,859367708;0,383471147;0,350638958;2,497193193;2,550680623
7,869451708;0,514064835;0,268771799;3,094506737;3,148407991
7,879535708;0,448472158;0,022406969;4,005788864;4,030877544
7,889619708;0,339960517;-0,27484691;4,919923849;4,939308115
7,899703708;0,315453191;-0,500564345;5,477693843;5,509555809
7,909788708;0,470198401;-0,754192294;5,626063432;5,695830254
7,919872708;0,761264793;-0,945438492;5,301973318;5,43914507
7,929956708;1,01192528;-0,958239508;4,460840821;4,673469435
7,940040708;1,068695751;-0,93175016;3,241801608;3,538297137
7,950125042;0,921527399;-0,94021839;1,987268625;2,38379109
7,960209042;0,770199704;-0,913487843;0,764953802;1,418739561
7,970293042;0,753362647;-0,884744539;-0,296556745;1,199280651
7,980377042;0,865343624;-0,902506188;-1,139879608;1,691940462
7,990461042;1,002547077;-0,96186756;-1,7043739;2,198904326
8,000545042;1,126078498;-1,03227476;-1,891882412;2,43163793
8,010629042;0,986881144;-1,091868851;-1,622862545;2,190843404
8,020713042;0,606793233;-1,077212221;-1,178974092;1,70838055
8,030797042;0,215145925;-1,127042631;-0,914420913;1,467200895
8,040881042;-0,05195538;-1,163503236;-0,804632422;1,415582028
8,050965042;-0,153167485;-1,054880535;-0,915200931;1,404929167
8,061049042;-0,085532888;-0,912767759;-1,308561255;1,597746355
8,071133042;-0,007806508;-0,823733229;-1,866262836;2,039983909
8,081218042;0,071997168;-0,663118694;-2,362011999;2,454386008
8,091302042;0,122882471;-0,461351601;-2,646167969;2,688893884
8,101386042;0,064276834;-0,390023464;-2,806961136;2,834657058
8,111470042;-0,034437067;-0,329310946;-2,828440883;2,847755158
8,121554042;-0,157608738;-0,197152909;-2,762849157;2,774354925
8,131638042;-0,242939878;-0,110600084;-2,775462186;2,788268729
8,141722042;-0,349796228;-0,063111922;-2,820075856;2,842387791
8,151806042;-0,437062705;0,067820393;-2,744169057;2,779584003
8,161890042;-0,4643358;0,218682211;-2,697514708;2,745908819
8,171974042;-0,456229805;0,278983815;-2,578172452;2,633049714
8,182058042;-0,461921229;0,34007187;-2,312738097;2,382808764
8,192142042;-0,421656352;0,442551194;-2,121014913;2,207340005
8,202226042;-0,388154657;0,521592101;-1,866079234;1,976100722
8,212310042;-0,302844365;0,595980818;-1,634345891;1,765784341
8,222394042;-0,158494317;0,67802807;-1,436549789;1,596407783
8,232478042;-0,019201416;0,774255114;-1,240145323;1,46212178
8,242562042;0,071019916;0,87104539;-1,096750546;1,40236431
8,252646042;0,149174056;0,897804149;-0,930692545;1,301727238
8,262730042;0,234995394;0,899849651;-0,703486117;1,166123899
8,272815042;0,31421603;0,94799621;-0,425396048;1,085536884
8,282899042;0,297481116;0,984346449;-0,190942581;1,045892928
8,292983042;0,183937105;0,970364002;0,083444445;0,991162011
8,303067042;0,039325001;0,929315233;0,28818821;0,973768813
8,313151042;-0,01319522;0,994293732;0,320913321;1,044882529
8,323235042;-0,023707088;1,093287093;0,350541163;1,148354389
8,333319042;0,01349552;1,19438516;0,379697134;1,253358669
8,343403042;0,151719075;1,213208224;0,362395223;1,275234555
8,353487042;0,30730188;1,129231244;0,414219096;1,241440738
8,363571042;0,384223903;1,035318821;0,720224356;1,318421856
8,373655042;0,438867595;0,954690687;1,111635218;1,529631306
8,383739042;0,58286723;0,876942307;1,40808145;1,758253505
8,393823042;0,734204902;0,906673644;1,650053852;2,020839343
8,403907042;0,673860029;0,999287401;1,7815513;2,150950414
8,413991042;0,578868758;1,088137889;2,018327281;2,36490552
8,424075042;0,776610591;0,984166063;2,499851922;2,796599092
8,434159042;1,032391412;0,737357575;3,064746163;3,316956024
8,444243042;0,832642193;0,524231535;3,681265472;3,810489103
8,454328042;0,366071441;0,434835647;4,093954936;4,133226023
8,464412042;-0,112203318;0,310956098;4,186691777;4,199722766
8,474496042;-0,446918114;0,089018011;4,037316467;4,062952653
8,484580042;-0,60555746;-0,135892508;3,578445109;3,631863985
8,494664042;-0,472766389;-0,264005295;3,021658031;3,069792194
8,504748042;-0,159170602;-0,386580184;2,418746363;2,454610659
8,514832042;-0,067344722;-0,586700702;1,841872931;1,934230833
8,524916042;-0,4528143;-0,773579614;1,227366233;1,51983357
8,535000042;-1,009283216;-0,841697776;0,589852497;1,440497735
8,545084042;-1,389038238;-0,858762437;-0,191906202;1,644301718
8,555168042;-1,412107843;-0,835724261;-0,980040706;1,911272713
8,565252042;-1,310028029;-0,820522523;-1,498979341;2,153223098
8,575336042;-1,1313388;-0,841058675;-1,769351669;2,262280377
8,585420042;-0,883500106;-0,892470027;-1,640508857;2,065997215
8,595504042;-0,627026828;-0,907016584;-1,178503391;1,613912008
8,605588042;-0,38537913;-0,918041216;-0,710575866;1,223206773
8,615672042;-0,160163788;-0,968638489;-0,427154891;1,070688686
8,625757042;-0,023939853;-1,021383298;-0,141228384;1,03137889
8,635841042;0,001858757;-1,010989141;0,135520917;1,020033537
8,645925042;0,117270368;-0,950465781;0,286420012;0,999586897
8,656009042;0,276282511;-0,987763708;0,019900414;1,025868021
8,666093042;0,429757121;-1,026755427;-0,256296911;1,142193502
8,676177042;0,450371882;-0,991385766;-0,554829429;1,222095031
8,686261042;0,392335526;-0,899530101;-1,040151837;1,430034059
8,696345042;0,307399273;-0,781866434;-1,477994269;1,700081319
8,706429042;0,199517852;-0,65350514;-1,901561893;2,02059743
8,716513042;0,117811291;-0,511263287;-2,278940021;2,338554526
8,726597042;0,035052139;-0,352394292;-2,632189615;2,655905224
