s;i(rlast);i(rshunt1);p(rlast);p(vin);time;v(uin);v(uout)
0,00108912005089223;0,106916837394238;0,0006687983404845;0,205761790275574;0,00177543773315847;0,00108912005089223;2,65575075149536;1,92450308799744
0,00109311996493489;0,112673476338387;0,000708766398020089;0,228515610098839;0,00195797043852508;0,00109311996493489;2,7613730430603;2,02812242507935
0,00109711999539286;0,118338733911514;0,000750510778743774;0,252072989940643;0,00215049018152058;0,00109711999539286;2,86525106430054;2,13009715080261
0,00110112002585083;0,123908534646034;0,000790922902524471;0,276359856128693;0,00234595080837607;0,00110112002585083;2,96731925010681;2,23035359382629
0,00110512005630881;0,129378914833069;0,000832223158795386;0,301300287246704;0,00255241896957159;0,00110512005630881;3,06751322746277;2,32882046699524
0,00110911997035146;0,134746059775352;0,000871747091878206;0,326816976070404;0,00275946944020689;0,00110911997035146;3,16576981544495;2,42542910575867
0,00111312000080943;0,140006214380264;0,000913491530809551;0,352831274271011;0,00298025272786617;0,00111312000080943;3,26202654838562;2,52011179924011
0,0011171200312674;0,145155772566795;0,000952127273194492;0,379263609647751;0,00319434236735106;0,0011171200312674;3,35622334480286;2,61280393600464
0,00112111994531006;0,150191232562065;0,000992983463220298;0,406033307313919;0,00342503003776073;0,00112111994531006;3,44829988479614;2,70344209671021
0,00112511997576803;0,15510918200016;0,0010316192638129;0,433059424161911;0,00364929367788136;0,00112511997576803;3,53819870948791;2,79196524620056
0,001129120006226;0,159906283020973;0,00107158732134849;0,460260361433029;0,00388494157232344;0,001129120006226;3,62586259841919;2,8783130645752
0,00113312003668398;0,164579346776009;0,00110889074858278;0,487554550170898;0,00411621853709221;0,00113312003668398;3,71123623847961;2,96242833137512
0,00113711995072663;0,169125244021416;0,00114708242472261;0,514860332012177;0,00435304827988148;0,00113711995072663;3,79426574707031;3,0442545413971
0,0011411199811846;0,173540964722633;0,00118394184391946;0,542096436023712;0,0045878286473453;0,0011411199811846;3,87489891052246;3,12373733520508
0,00114512001164258;0,177823558449745;0,00122124527115375;0,569181978702545;0,00482742767781019;0,00114512001164258;3,95308446884155;3,20082426071167
0,00114912004210055;0,181970223784447;0,00125588430091739;0,596036911010742;0,0050600953400135;0,00114912004210055;4,02877330780029;3,27546405792236
0,0011531199561432;0,185978204011917;0,0012905232142657;0,622582018375397;0,00529279140755534;0,0011531199561432;4,1019172668457;3,34760761260986
0,00115711998660117;0,189844876527786;0,00132516224402934;0,648739337921143;0,00552906794473529;0,00115711998660117;4,1724705696106;3,41720771789551
0,00116112001705915;0,193567678332329;0,0013580247759819;0,674432098865509;0,0057585840113461;0,00116112001705915;4,2403883934021;3,48421835899353
0,00116512004751712;0,197144225239754;0,00138999917544425;0,699585199356079;0,00598679110407829;0,00116512004751712;4,30562782287598;3,54859590530396
0,00116911996155977;0,200572118163109;0,00142108544241637;0,724125146865845;0,00621119374409318;0,00116911996155977;4,36814785003662;3,61029815673828
0,00117311999201775;0,203849166631699;0,00144950719550252;0,747980654239655;0,00641863001510501;0,00117311999201775;4,4279088973999;3,66928505897522
0,00117712002247572;0,206973195075989;0,0014797052135691;0,771082282066345;0,00663807196542621;0,00117712002247572;4,48487329483032;3,7255175113678
0,00118112005293369;0,209942206740379;0,00150546245276928;0,793363153934479;0,0068350681103766;0,00118112005293369;4,5390043258667;3,77895975112915
0,00118511996697634;0,212754234671593;0,00153299595694989;0,814758539199829;0,00703921588137746;0,00118511996697634;4,59026908874512;3,82957625389099
0,00118911999743432;0,215407475829124;0,00155608856584877;0,835206866264343;0,00721955392509699;0,00118911999743432;4,6386342048645;3,87733459472656
0,00119312002789229;0,217900186777115;0,0015809575561434;0,85464882850647;0,00740194646641612;0,00119312002789229;4,68406963348389;3,92220330238342
0,00119711994193494;0,220230773091316;0,00160227390006185;0,873028695583343;0,00757274450734258;0,00119711994193494;4,72654628753662;3,96415400505066
0,00120111997239292;0,222397699952126;0,00162359012756497;0,890293300151825;0,0077405571937561;0,00120111997239292;4,766037940979;4,00315856933594
0,00120512000285089;0,224399596452713;0,0016413537086919;0,90639317035675;0,00788224674761295;0,00120512000285089;4,80251884460449;4,03919267654419
0,00120912003330886;0,226235121488571;0,00166000542230904;0,92128187417984;0,00802477076649666;0,00120912003330886;4,83596658706665;4,07223224639893
0,00121311994735152;0,227903112769127;0,00167510448954999;0,934916913509369;0,00814945995807648;0,00121311994735152;4,86635971069336;4,10225629806519
0,00121711997780949;0,229402482509613;0,00169020355679095;0,94725900888443;0,00827454868704081;0,00121711997780949;4,89367914199829;4,12924480438232
0,00122112000826746;0,230732277035713;0,0017026379937306;0,958272933959961;0,00837179739028215;0,00122112000826746;4,91790771484375;4,1531810760498
0,00122512003872544;0,231891617178917;0,00171507254708558;0,967927038669586;0,00847369711846113;0,00122512003872544;4,93903017044067;4,17404937744141
0,00122911995276809;0,232879772782326;0,00172306608874351;0,976193785667419;0,00853767525404692;0,00122911995276809;4,95703268051147;4,19183588027954
0,00123311998322606;0,233696088194847;0,00173194787930697;0,98304945230484;0,00861070491373539;0,00123311998322606;4,97190427780151;4,20652961730957
0,00123712001368403;0,234340041875839;0,00173816515598446;0,988474547863007;0,00866429135203362;0,00123712001368403;4,98363590240479;4,21812057495117
0,00124112004414201;0,234811201691627;0,00174260605126619;0,992453455924988;0,00869825854897499;0,00124112004414201;4,9922194480896;4,22660160064697
0,00124511995818466;0,23510929942131;0,00174527056515217;0,994974911212921;0,00872201845049858;0,00124511995818466;4,99764966964722;4,23196744918823
0,00124911998864263;0,23523411154747;0,00174704694654793;0,996031582355499;0,00873552355915308;0,00124911998864263;4,99992370605469;4,23421382904053
0,00125312001910061;0,235185578465462;0,00174615881405771;0,995620608329773;0,00872921105474234;0,00125312001910061;4,99903917312622;4,2333402633667
0,00125712004955858;0,234963700175285;0,00174438243266195;0,993742942810059;0,00871262606233358;0,00125712004955858;4,99499750137329;4,22934675216675
0,00126111996360123;0,234568655490875;0,00173994153738022;0,99040424823761;0,00867628958076239;0,00126111996360123;4,98780059814453;4,22223615646362
0,00126511999405921;0,234000682830811;0,00173550064209849;0,985613763332367;0,00863930303603411;0,00126511999405921;4,97745370864868;4,21201229095459
0,00126912002451718;0,233260154724121;0,00172661885153502;0,979385435581207;0,00856854673475027;0,00126912002451718;4,96396255493164;4,19868278503418
0,00127312005497515;0,232347533106804;0,00171862519346178;0,97173684835434;0,00850210152566433;0,00127312005497515;4,94733619689941;4,18225574493408
0,0012771199690178;0,231263443827629;0,00170707888901234;0,962690055370331;0,00841176696121693;0,0012771199690178;4,92758512496948;4,16274213790894
0,00128111999947578;0,230008542537689;0,00169642083346844;0,952270746231079;0,00832128524780273;0,00128111999947578;4,90472173690796;4,1401538848877
0,00128512002993375;0,228583678603172;0,0016822098987177;0,940508961677551;0,00820744782686233;0,00128512002993375;4,87875986099243;4,11450624465942
0,0012891199439764;0,22698974609375;0,00166711094789207;0,927438199520111;0,00808458868414164;0,0012891199439764;4,84971714019775;4,0858154296875
0,00129311997443438;0,225227802991867;0,0016484591178596;0,913096070289612;0,00794377271085978;0,00129311997443438;4,81761074066162;4,05410051345825
0,00129712000489235;0,223298951983452;0,00162980740424246;0,897523581981659;0,00779459672048688;0,00129712000489235;4,78246164321899;4,01938104629517
0,00130112003535032;0,221204474568367;0,00161115569062531;0,880765616893768;0,00764189613983035;0,00130112003535032;4,74429178237915;3,98168063163757
0,00130511994939297;0,21894571185112;0,00158895121421665;0,862870097160339;0,00747242663055658;0,00130511994939297;4,70312547683716;3,9410228729248
0,00130911997985095;0,21652415394783;0,00156585860531777;0,843888759613037;0,00729566486552358;0,00130911997985095;4,65898847579956;3,8974347114563
0,00131312001030892;0,213941335678101;0,00154276588000357;0,823876082897186;0,00711638294160366;0,00131312001030892;4,61190891265869;3,85094404220581
0,00131712004076689;0,211198955774307;0,00151612050831318;0,802890002727509;0,00691742589697242;0,00131712004076689;4,5619158744812;3,80158114433289
0,00132111995480955;0,208298787474632;0,00149036338552833;0,780990898609161;0,00672114640474319;0,00132111995480955;4,50904178619385;3,7493782043457
0,00132511998526752;0,205242723226547;0,00146194163244218;0,75824236869812;0,00651067681610584;0,00132511998526752;4,4533200263977;3,6943690776825
0,00132912001572549;0,202032744884491;0,00143351999577135;0,734710097312927;0,00629936391487718;0,00132912001572549;4,39478492736816;3,63658928871155
0,00133312004618347;0,198670953512192;0,00140154559630901;0,710462689399719;0,00607510283589363;0,00133312004618347;4,33347415924072;3,5760772228241
0,00133711996022612;0,195159524679184;0,00137045932933688;0,685570359230041;0,00585094979032874;0,00133711996022612;4,2694263458252;3,51287150382996
0,00134111999068409;0,191500797867775;0,001337596680969;0,66010594367981;0,00562320929020643;0,00134111999068409;4,20268154144287;3,44701433181763
0,00134512002114207;0,187697097659111;0,00130473414901644;0,634143650531769;0,00539238983765244;0,00134512002114207;4,13328266143799;3,37854790687561
0,00134912005160004;0,183750987052917;0,00126920698676258;0,607759654521942;0,00515513820573688;0,00134912005160004;4,06127309799194;3,30751776695251
0,00135311996564269;0,179665014147758;0,0012341239489615;0,581031322479248;0,00491980277001858;0,00135311996564269;3,98669815063477;3,23397016525269
0,00135711999610066;0,175441890954971;0,00119815266225487;0,55403745174408;0,00468484777957201;0,00135711999610066;3,90960502624512;3,15795397758484
0,00136112002655864;0,171084389090538;0,00116129324305803;0,526857614517212;0,00444705691188574;0,00136112002655864;3,83004260063171;3,07951903343201
0,00136512005701661;0,166595414280891;0,00112354569137096;0,499572545289993;0,00421246560290456;0,00136512005701661;3,74806118011475;2,99871730804443
0,00136911997105926;0,161977916955948;0,0010857981396839;0,472263187170029;0,00397790595889092;0,00136911997105926;3,6637122631073;2,91560244560242
0,00137312000151724;0,157234996557236;0,00104671821463853;0,445011168718338;0,00374394585378468;0,00137312000151724;3,57704949378967;2,83022999763489
0,00137712003197521;0,152369812130928;0,0010085265384987;0,417898058891296;0,0035178130492568;0,00137712003197521;3,48812699317932;2,74265646934509
0,00138111994601786;0,147385641932487;0,000968114472925663;0,391005516052246;0,00328822759911418;0,00138111994601786;3,39700150489807;2,65294170379639
0,00138511997647583;0,142285853624344;0,000928590539842844;0,364414781332016;0,00306876515969634;0,00138511997647583;3,30373048782349;2,56114554405212
0,00138912000693381;0,137073934078217;0,000887290225364268;0,338206708431244;0,00284709059633315;0,00138912000693381;3,2083728313446;2,46733069419861
0,00139312003739178;0,131753414869308;0,000847766292281449;0,312461286783218;0,00263754720799625;0,00139312003739178;3,11098837852478;2,37156128883362
0,00139711995143443;0,126327991485596;0,000806021911557764;0,287257701158524;0,0024283800739795;0,00139711995143443;3,01163935661316;2,27390384674072
0,00140111998189241;0,120801448822021;0,000766053912229836;0,262673825025558;0,002230164129287;0,00140111998189241;2,91038775444031;2,17442607879639
0,00140512001235038;0,115177698433399;0,00072430947329849;0,238786235451698;0,00203336984850466;0,00140512001235038;2,80729818344116;2,07319855690002
0,00140912004280835;0,109460756182671;0,000684341473970562;0,215669825673103;0,00184917193837464;0,00140912004280835;2,70243525505066;1,9702935218811
0,00141311995685101;0,10365479439497;0,000642597093246877;0,193397685885429;0,0016673234058544;0,00141311995685101;2,59586548805237;1,86578619480133
0,00141711998730898;0,0977641269564629;0,000601740903221071;0,172040835022926;0,00149699300527573;0,00141711998730898;2,4876561164856;1,75975430011749
0,00142112001776695;0,0917932689189911;0,000560440588742495;0,151668071746826;0,00133228476624936;0,00142112001776695;2,37787532806396;1,65227878093719
0,00142512004822493;0,0857468917965889;0,000520028464961797;0,132345527410507;0,00117806729394943;0,00142512004822493;2,26659274101257;1,54344403743744
0,00142911996226758;0,0796299800276756;0,000479616341181099;0,114136815071106;0,00103321170900017;0,00142911996226758;2,15387868881226;1,43333971500397
0,00143311999272555;0,0734478458762169;0,00044009240809828;0,0971025377511978;0,000897759979125112;0,00143311999272555;2,03980398178101;1,32206118106842
0,00143712002318352;0,0672060623764992;0,000399902346543968;0,081299789249897;0,000769445323385298;0,00143712002318352;1,92444097995758;1,20970916748047
0,0014411200536415;0,0609109699726105;0,000361044541932642;0,0667826309800148;0,000652576389256865;0,0014411200536415;1,8078625202179;1,09639739990234
0,00144511996768415;0,0545695163309574;0,000321076484397054;0,0536009781062603;0,000542788824532181;0,00144511996768415;1,69014203548431;0,982251286506653
0,00144911999814212;0,0481898374855518;0,000283328903606161;0,0418006889522076;0,000445072335423902;0,00144911999814212;1,57135415077209;0,86741703748703
0,0014531200286001;0,0417817123234272;0,000244693161221221;0,0314228050410748;0,000355080264853314;0,0014531200286001;1,45157372951508;0,752070844173431
0,00145711994264275;0,0353577435016632;0,000207611708901823;0,0225030612200499;0,000276373233646154;0,00145711994264275;1,33087646961212;0,636439383029938
0,00146111997310072;0,0289352387189865;0,000170086161233485;0,0150704644620419;0,000205578413442709;0,00146111997310072;1,20933854579926;0,520834267139435
0,0014651200035587;0,0225407164543867;0,000134559028083459;0,00914550945162773;0,000146171747474;0,0014651200035587;1,08703672885895;0,405732899904251
0,00146912003401667;0,0162240564823151;9,80326949502342E-5;0,00473796064034104;9,4467141025234E-5;0,00146912003401667;0,964048445224762;0,292033046483994
0,00147311994805932;0,0100825391709805;6,36157783446834E-5;0,00182983663398772;5,34010505361948E-5;0,00147311994805932;0,840451180934906;0,181485697627068
0,00147711997851729;0,00441318890079856;2,97539772873279E-5;0,000350572256138548;2,13480925594922E-5;0,00147711997851729;0,71632307767868;0,0794373974204063
0,00148112000897527;0,000539944623596966;3,10862446895044E-6;5,24772303833743E-6;1,83407144049852E-6;0,00148112000897527;0,59174257516861;0,00971900299191475
0,00148512003943324;1,28954479805543E-6;-5,38458152732346E-6;2,99326674557676E-11;-2,53186999543686E-6;0,00148512003943324;0,46678826212883;2,32118072744925E-5
0,00148911995347589;-2,97467954624153E-6;-3,4416914331814E-6;1,59276924982521E-10;-1,18072443910933E-6;0,00148911995347589;0,341539114713669;-5,35442304681055E-5
0,00149311998393387;-4,97929841003497E-6;-5,44009299119352E-6;4,46281400723336E-10;-1,17199169835658E-6;0,00149311998393387;0,216074258089066;-8,96273704711348E-5
0,00149712001439184;-2,70555233328196E-6;-3,12250222123112E-6;1,31760241606216E-10;-2,8311185928942E-7;0,00149712001439184;0,0904729291796684;-4,86999415443279E-5
0,00150112004484981;-4,7032472139108E-6;-5,13478153152391E-6;3,98169580639873E-10;1,80623246137657E-7;0,00150112004484981;-0,0351855456829071;-8,46584443934262E-5
0,00150511995889246;-2,50661992140522E-6;-2,94209098683495E-6;1,1309658071168E-10;4,74493447200075E-7;0,00150511995889246;-0,160821795463562;-4,51191590400413E-5
0,00150911998935044;-4,56885209132452E-6;-5,0515145630925E-6;3,75739384050888E-10;1,45079491176148E-6;0,00150911998935044;-0,28635647892952;-8,22393412818201E-5
0,00151312001980841;-3,06828655993741E-6;-2,99760222333134E-6;1,69458877485873E-10;1,25153212593432E-6;0,00151312001980841;-0,411710292100906;-5,52291567146312E-5
0,00151712005026639;-7,142688264139E-5;-6,21724893790088E-6;9,1832383475321E-8;3,32758554577595E-6;0,00151712005026639;-0,536804020404816;-0,00128568382933736
0,00152111996430904;-0,00204726308584213;-1,40998326969566E-5;7,54431603127159E-5;9,30594615056179E-6;0,00152111996430904;-0,661558747291565;-0,0368507392704487
0,00152511999476701;-0,00711627211421728;-3,80806486646179E-5;0,000911543902475387;2,98858522000955E-5;0,00152511999476701;-0,785895586013794;-0,128092899918556
0,00152912002522498;-0,0130693921819329;-6,19504426140338E-5;0,00307456240989268;5,63934736419469E-5;0,00152912002522498;-0,909736037254333;-0,235249057412148
0,00153312005568296;-0,0193025879561901;-9,05941997189075E-5;0,00670661870390177;9,35890057007782E-5;0,00153312005568296;-1,03300189971924;-0,347446590662003
0,00153711996972561;-0,0256445910781622;-0,000116573421109933;0,0118376109749079;0,000134729358251207;0,00153711996972561;-1,15561532974243;-0,461602628231049
0,00154112000018358;-0,0320477783679962;-0,000146327394759282;0,0184870827943087;0,000186707198736258;0,00154112000018358;-1,27749872207642;-0,576860010623932
0,00154512003064156;-0,0384576469659805;-0,000174305008840747;0,0266218315809965;0,000243749280343764;0,00154512003064156;-1,39857530593872;-0,692237675189972
0,00154911994468421;-0,0448592565953732;-0,000205391261260957;0,0362223498523235;0,000312132469844073;0,00154911994468421;-1,51876854896545;-0,807466626167297
0,00155311997514218;-0,0512390844523907;-0,000234257051488385;0,0472579896450043;0,000383500679163262;0,00155311997514218;-1,63800251483917;-0,922303557395935
0,00155712000560015;-0,0575847923755646;-0,000266675575403497;0,0596881471574306;0,000468537764390931;0,00155712000560015;-1,75620186328888;-1,03652620315552
0,00156112003605813;-0,0638880953192711;-0,000296429556328803;0,0734704062342644;0,000555158068891615;0,00156112003605813;-1,87329185009003;-1,14998579025269
0,00156511995010078;-0,0701414942741394;-0,000329958274960518;0,0885569304227829;0,00065590423764661;0,00156511995010078;-1,98919868469238;-1,26254689693451
0,00156911998055875;-0,0763382241129875;-0,000360600446583703;0,104895450174808;0,000758915848564357;0,00156911998055875;-2,10384917259216;-1,37408804893494
0,00157312001101673;-0,082472562789917;-0,000394795293686911;0,1224310323596;0,000875385943800211;0,00157312001101673;-2,21717071533203;-1,48450613021851
0,0015771200414747;-0,0885388180613518;-0,000426769722253084;0,141104206442833;0,000993984867818654;0,0015771200414747;-2,32909202575684;-1,59369874000549
0,00158111995551735;-0,0945320725440979;-0,000461408693809062;0,160853639245033;0,00112487655133009;0,00158111995551735;-2,43954205513;-1,70157742500305
0,00158511998597533;-0,1004473939538;-0,000493827217724174;0,181614235043526;0,00125894334632903;0,00158511998597533;-2,54845118522644;-1,80805313587189
0,0015891200164333;-0,106280311942101;-0,00052935432177037;0,20331908762455;0,0014056604122743;0,0015891200164333;-2,65575075149536;-1,91304564476013
0,00159312004689127;-0,112026289105415;-0,000562216911930591;0,225898012518883;0,00155241903848946;0,00159312004689127;-2,7613730430603;-2,01647329330444
0,00159711996093392;-0,117681220173836;-0,000597744074184447;0,249279648065567;0,00171328766737133;0,00159711996093392;-2,86525106430054;-2,11826205253601
0,0016011199913919;-0,123240895569324;-0,000630606664344668;0,273389726877213;0,0018719497602433;0,0016011199913919;-2,96731925010681;-2,21833610534668
0,00160512002184987;-0,128701463341713;-0,000666133826598525;0,298153191804886;0,00204339786432683;0,00160512002184987;-3,06751322746277;-2,31662631034851
0,00160912005230784;-0,134058982133865;-0,000698996416758746;0,323492556810379;0,00221301009878516;0,00160912005230784;-3,16576981544495;-2,41306161880493
0,0016131199663505;-0,139309838414192;-0,000734523579012603;0,349330127239227;0,00239695701748133;0,0016131199663505;-3,26202654838562;-2,50757694244385
0,00161711999680847;-0,144450291991234;-0,000766942044720054;0,375585973262787;0,00257499841973186;0,00161711999680847;-3,35622334480286;-2,60010528564453
0,00162112002726644;-0,149476960301399;-0,000802025140728802;0,402180522680283;0,00276567484252155;0,00162112002726644;-3,44829988479614;-2,69058537483215
0,00162512005772442;-0,154386311769485;-0,000833555473946035;0,429032415151596;0,00294912862591445;0,00162512005772442;-3,53819870948791;-2,77895355224609
0,00162911997176707;-0,159175157546997;-0,000868194387294352;0,456061124801636;0,00314668170176446;0,00162911997176707;-3,62586259841919;-2,86515259742737
0,00163312000222504;-0,163840144872665;-0,000900168844964355;0,483184665441513;0,00334110925905406;0,00163312000222504;-3,71123623847961;-2,94912266731262
0,00163712003268302;-0,168378278613091;-0,000933475501369685;0,510322451591492;0,00354069634340703;0,00163712003268302;-3,79426574707031;-3,03080916404724
0,00164111994672567;-0,172786444425583;-0,000964117702096701;0,537392795085907;0,00373604078777134;0,00164111994672567;-3,87489891052246;-3,11015605926514
0,00164511997718364;-0,177061796188354;-0,00099742435850203;0,564315855503082;0,00394337298348546;0,00164511997718364;-3,95308446884155;-3,18711233139038
0,00164912000764161;-0,181201428174973;-0,00102584611158818;0,591011226177216;0,00413221912458539;0,00164912000764161;-4,02877330780029;-3,26162552833557
0,00165312003809959;-0,185202687978745;-0,00105693226214498;0,617400586605072;0,00433437759056687;0,00165312003809959;-4,1019172668457;-3,33364820480347
0,00165711995214224;-0,189062848687172;-0,00108446588274091;0,643405675888062;0,00452432548627257;0,00165711995214224;-4,1724705696106;-3,40313124656677
0,00166111998260021;-0,192779466509819;-0,0011146639008075;0,668950617313385;0,00472535518929362;0,00166111998260021;-4,2403883934021;-3,47003030776978
0,00166512001305819;-0,196350023150444;-0,00114130927249789;0,693959951400757;0,00491508143022656;0,00166512001305819;-4,30562782287598;-3,53430032730103
0,00166912004351616;-0,199772253632545;-0,00116795464418828;0,71836119890213;0,00510309357196093;0,00166912004351616;-4,36814785003662;-3,5959005355835
0,00167311995755881;-0,203043848276138;-0,00119371176697314;0,742082476615906;0,00528692407533526;0,00167311995755881;-4,4279088973999;-3,65478920936584
0,00167711998801678;-0,206162765622139;-0,00122035713866353;0,765055477619171;0,0054746987298131;0,00167711998801678;-4,48487329483032;-3,71092963218689
0,00168112001847476;-0,209126859903336;-0,00124344974756241;0,787212729454041;0,00564033770933747;0,00168112001847476;-4,5390043258667;-3,7642834186554
0,00168512004893273;-0,211934298276901;-0,00126565422397107;0,808490633964539;0,00580910407006741;0,00168512004893273;-4,59026908874512;-3,81481719017029
0,00168911996297538;-0,214583158493042;-0,00128608231898397;0,82882684469223;0,00596321001648903;0,00168911996297538;-4,6386342048645;-3,86249685287476
0,00169311999343336;-0,217071831226349;-0,00130828679539263;0,84816324710846;0,00612882943823934;0,00169311999343336;-4,68406963348389;-3,90729308128357
0,00169712002389133;-0,219398587942123;-0,00132605037651956;0,866443336009979;0,00626554433256388;0,00169712002389133;-4,72654628753662;-3,94917464256287
0,0017011200543493;-0,221562027931213;-0,00134647847153246;0,883615136146545;0,00641789007931948;0,0017011200543493;-4,766037940979;-3,98811650276184
0,00170511996839195;-0,223560631275177;-0,00136157753877342;0,899628400802612;0,00654029566794634;0,00170511996839195;-4,80251884460449;-4,0240912437439
0,00170911999884993;-0,225393205881119;-0,00137845287099481;0,914437711238861;0,00666886102408171;0,00170911999884993;-4,83596658706665;-4,05707788467407
0,0017131200293079;-0,227058470249176;-0,00139088742434978;0,927999913692474;0,00676646456122398;0,0017131200293079;-4,86635971069336;-4,08705234527588
0,00171711994335055;-0,228555455803871;-0,00140421011019498;0,940276682376862;0,00686978874728084;0,00171711994335055;-4,89367914199829;-4,11399793624878
0,00172111997380853;-0,229883074760437;-0,00141398003324866;0,951232075691223;0,00695539219304919;0,00172111997380853;-4,91790771484375;-4,13789510726929
0,0017251200042665;-0,231040567159653;-0,00142641458660364;0,960835337638855;0,00704649835824966;0,0017251200042665;-4,93903017044067;-4,15873003005981
0,00172912003472447;-0,232027098536491;-0,00143263174686581;0,969058275222778;0,00710054719820619;0,00172912003472447;-4,95703268051147;-4,17648792266846
0,00173311994876713;-0,232842117547989;-0,00144151353742927;0,975878119468689;0,00716926530003548;0,00173311994876713;-4,97190427780151;-4,19115829467773
0,0017371199792251;-0,233484998345375;-0,00144506630022079;0,981274485588074;0,00720043992623687;0,0017371199792251;-4,98363590240479;-4,20273017883301
0,00174112000968307;-0,233955442905426;-0,00145039532799274;0,985232651233673;0,00724140694364905;0,00174112000968307;-4,9922194480896;-4,21119785308838
0,00174512004014105;-0,234253033995628;-0,00145217170938849;0,987740695476532;0,00725405011326075;0,00174512004014105;-4,99764966964722;-4,21655464172363
0,0017491199541837;-0,234377667307854;-0,00145394809078425;0,98879200220108;0,00727165536954999;0,0017491199541837;-4,99992370605469;-4,21879816055298
0,00175311998464167;-0,234329178929329;-0,00145128357689828;0,988382995128632;0,00725129945203662;0,00175311998464167;-4,99903917312622;-4,21792507171631
0,00175712001509964;-0,234107688069344;-0,00145217170938849;0,986515402793884;0,00725020049139857;0,00175712001509964;-4,99499750137329;-4,21393871307373
0,00176112004555762;-0,233713269233704;-0,00144595443271101;0,98319399356842;0,00721121393144131;0,00176112004555762;-4,98780059814453;-4,20683860778809
0,00176511995960027;-0,233146220445633;-0,00144328991882503;0,978428959846497;0,00718676066026092;0,00176511995960027;-4,97745370864868;-4,19663190841675
0,00176911999005824;-0,232406869530678;-0,00143529637716711;0,972233116626739;0,00712467543780804;0,00176911999005824;-4,96396255493164;-4,1833233833313
0,00177312002051622;-0,231495752930641;-0,00142907910048962;0,964625060558319;0,00706778513267636;0,00177312002051622;-4,94733619689941;-4,16692352294922
0,00177712005097419;-0,230413377285004;-0,0014184209285304;0,955625772476196;0,00699257524684072;0,00177712005097419;-4,92758512496948;-4,14744091033936
